ActualPosition,TargetPosition,ActualVelocity,TargetVelocity,TargetAcceleration,PositionError
19786.31104,19730.68618,4252.639322,7.979608,-0.12,55.624859
19794.90234,19738.66578,4244.021055,7.859608,3.704804,56.23656
19803.51013,19746.52539,4245.098339,11.564412,-4.004804,56.98474
19816.43555,19758.0898,4267.524719,7.559608,-0.12,58.345744
19825.05432,19765.64941,4285.858731,7.439608,-7.439608,59.40491
19833.71155,19773.08902,4308.746146,0,10.934412,60.622529
19833.71155,19773.08902,4308.746146,10.934412,-3.794804,60.622529
19846.66992,19784.02343,4330.146597,7.139608,-0.12,62.646491
19855.26672,19791.16304,4323.914279,7.019608,3.284804,64.103685
19863.8031,19798.18265,4300.751053,10.304412,-3.584804,65.620454
19876.41541,19808.48706,4222.205539,6.719608,-0.12,67.928347
19884.64417,19815.20667,4139.828658,6.599608,-6.599608,69.437499
19892.65869,19821.80627,4034.603023,0,9.674412,70.852417
19892.65869,19821.80627,4034.603023,9.674412,-3.374804,70.852417
19904.19983,19831.48069,3821.222834,6.299608,-0.12,72.719143
19911.52222,19837.78029,3645.418119,6.179608,2.864804,73.741923
19918.46008,19843.9599,3440.845265,9.044412,-3.164804,74.500182
19928.18848,19853.00431,3103.032409,5.879608,-0.12,75.184164
19934.17053,19858.88392,2871.584404,5.759608,-5.759608,75.286611
19939.76257,19864.64353,2644.188184,0,8.414412,75.119044
19939.76257,19864.64353,2644.188184,8.414412,-2.954804,75.119044
19947.47498,19873.05794,2328.943846,5.459608,-0.12,74.417035
19952.23206,19878.51755,2152.221872,5.339608,2.444804,73.714507
19956.68701,19883.85716,2001.609161,7.784412,-2.744804,72.829856
19962.89429,19891.64157,1823.098832,5.039608,-0.12,71.252719
19966.77795,19896.68118,1733.920699,4.919608,-4.919608,70.096778
19970.52979,19901.60078,1670.315975,0,7.154412,68.929001
19970.52979,19901.60078,1670.315975,7.154412,-2.534804,68.929001
19975.90759,19908.7552,1608.286305,4.619608,-0.12,67.152397
19979.36279,19913.3748,1589.005799,4.499608,2.024804,65.98799
19982.79602,19917.87441,1583.187007,6.524412,-2.324804,64.92161
19987.96509,19924.39882,1612.006885,4.199608,-0.12,63.566265
19991.47522,19928.59843,1658.733208,4.079608,-4.079608,62.876789
19995.11169,19932.67804,1731.637458,0,5.894412,62.433655
19995.11169,19932.67804,1731.637458,5.894412,-2.114804,62.433655
20000.79163,19938.57245,1874.56801,3.779608,-0.12,62.219176
20004.79065,19942.35206,1986.7128,3.659608,1.604804,62.438591
20008.95447,19946.01167,2099.463263,5.264412,-1.904804,62.942802
20015.45837,19951.27608,2255.516629,3.359608,-0.12,64.182296
20019.92432,19954.63569,2331.556561,3.239608,-3.239608,65.28863
20024.44519,19957.87529,2377.002876,0,4.634412,66.569896
20024.44519,19957.87529,2377.002876,4.634412,-1.694804,66.569896
20031.27869,19962.50971,2389.360572,2.939608,-0.12,68.768982
20035.78308,19965.44931,2361.203875,2.819608,1.184804,70.333768
20040.17212,19968.26892,2297.787835,4.004412,-1.484804,71.903198
20046.49475,19972.27333,2152.280343,2.519608,-0.12,74.221418
20050.51575,19974.79294,2034.190779,2.399608,-2.399608,75.722806
20054.328,19977.19255,1903.680818,0,3.374412,77.135455
20054.328,19977.19255,1903.680818,3.374412,-1.274804,77.135455
20059.59045,19980.56696,1695.511249,2.099608,-0.12,79.023494
20062.78748,19982.66657,1546.963475,1.979608,0.764804,80.120908
20065.67688,19984.64618,1386.205144,2.744412,-1.064804,81.030704
20069.49463,19987.39059,1136.373696,1.679608,-0.12,82.104041
20071.65894,19989.0702,968.187861,1.559608,-1.559608,82.588741
20073.50464,19990.6298,800.288994,0,2.114412,82.874836
20073.50464,19990.6298,800.288994,2.114412,-0.854804,82.874836
20075.71289,19992.74421,552.60365,1.259608,-0.12,82.968676
20076.8335,19994.00382,398.993741,1.139608,0.344804,82.829673
20077.67944,19995.14343,256.6779,1.484412,-0.644804,82.536012
20078.52539,19996.62784,75.782199,0.839608,-0.12,81.897548
20078.82202,19997.46745,-21.439688,0.719608,-0.719608,81.354571
20078.97583,19998.18706,-98.759435,0,0.854412,80.788772
20078.97583,19998.18706,-98.759435,0.854412,-0.434804,80.788772
20079.01428,19999.04147,-167.693643,0.419608,-0.12,79.972812
20079.01978,19999.46108,-169.732038,0.299608,-0.075196,79.558697
20079.02527,19999.76069,-141.10219,0.224412,-0.20951,79.264583
20079.06921,19999.9851,-63.85457,0.014902,-0.014902,79.084117
20079.12964,20000,-11.231943,0,0,79.12964
20079.21753,20000,29.319956,0,0,79.21753
20079.21753,20000,29.319956,0,0,79.21753
20079.38232,20000,65.71236,0,0,79.382325
20079.51416,20000,79.133298,0,0,79.514161
20079.646,20000,85.515255,0,0,79.645997
20079.81079,20000,77.308975,0,0,79.810792
20079.8822,20000,58.927456,0,0,79.882203
20079.95361,20000,39.38941,0,0,79.953614
20079.95361,20000,39.38941,0,0,79.953614
20080.03052,20000,15.509149,0,0,80.030519
20080.05798,20000,5.297172,0,0,80.057984
20080.07446,20000,-0.973998,0,0,80.074464
20080.08545,20000,-7.869688,0,0,80.08545
20080.08545,20000,-11.075765,0,0,80.08545
20080.09094,20000,-9.756329,0,0,80.090943
20080.09094,20000,-9.756329,0,0,80.090943
20080.09094,20000,-5.113297,0,0,80.090943
20080.09094,20000,-2.800244,0,0,80.090943
20080.09094,20000,-1.69161,0,0,80.090943
20080.09094,20000,-1.109596,0,0,80.090943
20080.09094,20000,-0.689338,0,0,80.090943
20080.09094,20000,0,0,0,80.090943
20080.09094,20000,0,0,0,80.090943
20080.09094,20000,0,0,0,80.090943
20080.09094,20000,-0.448339,0,0,80.090943
20080.08545,20000,-0.749732,0,0,80.08545
20080.08545,20000,-0.69934,0,0,80.08545
20080.08545,20000,-0.730883,0,0,80.08545
20080.08545,20000,-0.436222,0,0,80.08545
20080.08545,20000,-0.436222,0,0,80.08545
20080.08545,20000,0.045199,0,0,80.08545
20080.08545,20000,0.010963,0,0,80.08545
20080.08545,20000,0.361979,0,0,80.08545
20080.08545,20000,0.451032,0,0,80.08545
20080.08545,20000,0,0,0,80.08545
20080.08545,20000,-0.448339,0,0,80.08545
20080.08545,20000,-0.448339,0,0,80.08545
20080.07996,20000,-1.287124,0,0,80.079957
20080.07996,20000,-1.057088,0,0,80.079957
20080.07996,20000,-0.500847,0,0,80.079957
20080.07996,20000,0.372943,0,0,80.079957
20080.07446,20000,-0.54143,0,0,80.074464
20080.07446,20000,-1.195763,0,0,80.074464
20080.07446,20000,-1.195763,0,0,80.074464
20080.06897,20000,-2.229963,0,0,80.068971
20080.06348,20000,-2.650798,0,0,80.063478
20080.05798,20000,-2.524817,0,0,80.057984
20080.05249,20000,-2.569439,0,0,80.052491
20080.047,20000,-3.221464,0,0,80.046998
20080.0415,20000,-3.087212,0,0,80.041505
20080.0415,20000,-3.087212,0,0,80.041505
20080.03052,20000,-3.288205,0,0,80.030519
20080.02502,20000,-3.678266,0,0,80.025025
20080.01404,20000,-3.976966,0,0,80.014039
20080.00305,20000,-4.464734,0,0,80.003053
20079.99206,20000,-5.286209,0,0,79.992066
20079.97559,20000,-6.702199,0,0,79.975587
20079.97559,20000,-6.702199,0,0,79.975587
20079.94812,20000,-9.679201,0,0,79.948121
20079.92615,20000,-12.388277,0,0,79.926148
20079.89868,20000,-14.521879,0,0,79.898683
20079.87671,20000,-13.065114,0,0,79.87671
20079.86023,20000,-10.509331,0,0,79.86023
20079.84924,20000,-6.784134,0,0,79.849244
20079.84924,20000,-6.784134,0,0,79.849244
20079.83826,20000,-1.676992,0,0,79.838258
20079.82727,20000,-1.224806,0,0,79.827272
20079.81628,20000,-2.536357,0,0,79.816285
20079.79431,20000,-6.114799,0,0,79.794313
20079.77783,20000,-8.279175,0,0,79.777833
20079.76135,20000,-9.840573,0,0,79.761354
20079.76135,20000,-9.840573,0,0,79.761354
20079.72839,20000,-11.353693,0,0,79.728395
20079.70093,20000,-13.539611,0,0,79.700929
20079.67346,20000,-15.298924,0,0,79.673463
20079.62952,20000,-16.612397,0,0,79.629518
20079.60205,20000,-16.256957,0,0,79.602052
20079.56909,20000,-16.84301,0,0,79.569093
20079.56909,20000,-16.84301,0,0,79.569093
20079.52515,20000,-16.756651,0,0,79.525147
20079.49768,20000,-15.651671,0,0,79.497682
20079.47571,20000,-13.462099,0,0,79.475709
20079.43726,20000,-10.502599,0,0,79.437257
20079.42078,20000,-8.737901,0,0,79.420777
20079.39331,20000,-9.98021,0,0,79.393312
20079.39331,20000,-9.98021,0,0,79.393312
20079.34387,20000,-14.011415,0,0,79.343873
20079.31091,20000,-16.986687,0,0,79.310914
20079.26697,20000,-20.969423,0,0,79.266969
20079.20105,20000,-25.402422,0,0,79.201051
20079.15161,20000,-27.086723,0,0,79.151612
20079.10217,20000,-27.810874,0,0,79.102174
20079.10217,20000,-27.810874,0,0,79.102174
20079.04724,20000,-23.624837,0,0,79.047242
20079.01428,20000,-19.171643,0,0,79.014283
20078.98682,20000,-14.498799,0,0,78.986817
20078.93738,20000,-11.065379,0,0,78.937379
20078.90991,20000,-11.556994,0,0,78.909913
20078.87695,20000,-12.935093,0,0,78.876954
20078.87695,20000,-12.935093,0,0,78.876954
20078.82752,20000,-15.795732,0,0,78.827516
20078.79456,20000,-16.710105,0,0,78.794557
20078.7561,20000,-18.241498,0,0,78.756105
20078.6792,20000,-23.61849,0,0,78.6792
20078.61328,20000,-30.255101,0,0,78.613282
20078.53088,20000,-38.930685,0,0,78.530885
20078.53088,20000,-38.930685,0,0,78.530885
20078.40454,20000,-50.220137,0,0,78.404542
20078.31116,20000,-54.783348,0,0,78.311158
20078.23425,20000,-53.005764,0,0,78.234254
20078.1134,20000,-45.003747,0,0,78.113404
20078.01453,20000,-43.035555,0,0,78.014527
20077.91565,20000,-45.891962,0,0,77.91565
20077.91565,20000,-45.891962,0,0,77.91565
20077.74536,20000,-56.643831,0,0,77.745362
20077.64099,20000,-61.956389,0,0,77.640992
20077.51465,20000,-64.340223,0,0,77.514649
20077.28394,20000,-74.418332,0,0,77.283937
20077.13562,20000,-81.737935,0,0,77.135621
20077.00378,20000,-83.085837,0,0,77.003785
20077.00378,20000,-83.085837,0,0,77.003785
20076.78955,20000,-78.534166,0,0,76.789552
20076.65222,20000,-71.825813,0,0,76.652223
20076.54785,20000,-61.141839,0,0,76.547853
20076.39954,20000,-47.176585,0,0,76.399537
20076.29517,20000,-42.400072,0,0,76.295167
20076.19629,20000,-38.975692,0,0,76.19629
20076.19629,20000,-38.975692,0,0,76.19629
20076.06995,20000,-38.921645,0,0,76.069947
20075.99854,20000,-37.216763,0,0,75.998536
20075.92712,20000,-32.43621,0,0,75.927125
20075.80078,20000,-31.395664,0,0,75.800782
20075.71289,20000,-37.19176,0,0,75.712892
20075.60852,20000,-46.508212,0,0,75.608522
20075.60852,20000,-46.508212,0,0,75.608522
20075.4657,20000,-55.10436,0,0,75.465699
20075.37781,20000,-52.801885,0,0,75.377809
20075.27893,20000,-49.759873,0,0,75.278932
20075.1471,20000,-45.631537,0,0,75.147096
20075.0647,20000,-41.96885,0,0,75.064698
20074.99878,20000,-37.2008,0,0,74.99878
20074.99878,20000,-37.2008,0,0,74.99878
20074.92188,20000,-25.12007,0,0,74.921876
20074.86694,20000,-18.171487,0,0,74.866944
20074.80652,20000,-18.122056,0,0,74.80652
20074.69116,20000,-29.139158,0,0,74.691163
20074.61426,20000,-38.129021,0,0,74.614259
20074.52637,20000,-45.636538,0,0,74.526368
20074.52637,20000,-45.636538,0,0,74.526368
20074.40002,20000,-49.544454,0,0,74.400025
20074.32861,20000,-45.165503,0,0,74.328614
20074.24072,20000,-42.42873,0,0,74.240724
20074.0979,20000,-44.308254,0,0,74.097901
20073.99902,20000,-48.364271,0,0,73.999024
20073.90015,20000,-52.811887,0,0,73.900147
20073.90015,20000,-52.811887,0,0,73.900147
20073.78479,20000,-48.760871,0,0,73.784791
20073.70239,20000,-41.148723,0,0,73.702394
20073.62,20000,-37.135789,0,0,73.619996
20073.49365,20000,-37.450838,0,0,73.493653
20073.39478,20000,-42.493163,0,0,73.394776
20073.30139,20000,-48.137697,0,0,73.301393
20073.30139,20000,-48.137697,0,0,73.301393
20073.15857,20000,-50.193017,0,0,73.15857
20073.03223,20000,-55.407484,0,0,73.032228
20072.90039,20000,-64.231937,0,0,72.900392
20072.71912,20000,-71.527689,0,0,72.719117
20072.60376,20000,-69.504297,0,0,72.603761
20072.47742,20000,-65.939703,0,0,72.477418
20072.47742,20000,-65.939703,0,0,72.477418
20072.29065,20000,-60.503086,0,0,72.29065
20072.17529,20000,-59.76124,0,0,72.175294
20072.07092,20000,-57.698995,0,0,72.070924
20071.86768,20000,-59.922419,0,0,71.867677
20071.72485,20000,-65.065336,0,0,71.724855
20071.59302,20000,-70.683712,0,0,71.593019
20071.59302,20000,-70.683712,0,0,71.593019
20071.37878,20000,-76.475384,0,0,71.378785
20071.21948,20000,-79.449694,0,0,71.219483
20071.08215,20000,-77.505929,0,0,71.082154
20070.87341,20000,-72.844241,0,0,70.873414
20070.7251,20000,-72.7825,0,0,70.725099
20070.58228,20000,-72.047578,0,0,70.582276
20070.58228,20000,-72.047578,0,0,70.582276
20070.39551,20000,-65.401734,0,0,70.395509
20070.27466,20000,-62.032171,0,0,70.274659
20070.1593,20000,-56.749232,0,0,70.159303
20070.00549,20000,-47.502982,0,0,70.005494
20069.90662,20000,-44.367301,0,0,69.906617
20069.79126,20000,-45.563257,0,0,69.791261
20069.79126,20000,-45.563257,0,0,69.791261
20069.60999,20000,-53.646633,0,0,69.609986
20069.48364,20000,-62.004282,0,0,69.483644
20069.36829,20000,-66.014907,0,0,69.368287
20069.17603,20000,-67.306262,0,0,69.176026
20069.04419,20000,-65.974516,0,0,69.04419
20068.92334,20000,-64.442354,0,0,68.923341
20068.92334,20000,-64.442354,0,0,68.923341
20068.77502,20000,-55.842167,0,0,68.775025
20068.65967,20000,-51.378394,0,0,68.659669
20068.5498,20000,-48.57238,0,0,68.549806
20068.38501,20000,-51.469947,0,0,68.385011
20068.28613,20000,-52.842853,0,0,68.286134
20068.17627,20000,-53.684138,0,0,68.176271
20068.17627,20000,-53.684138,0,0,68.176271
20068.00049,20000,-54.712568,0,0,68.000489
20067.87964,20000,-58.858984,0,0,67.87964
20067.77527,20000,-59.721426,0,0,67.77527
20067.59949,20000,-58.470462,0,0,67.599488
20067.46216,20000,-60.637145,0,0,67.462159
20067.33581,20000,-64.528137,0,0,67.335816
20067.33581,20000,-64.528137,0,0,67.335816
20067.16553,20000,-65.309605,0,0,67.165528
20067.03919,20000,-63.652423,0,0,67.039186
20066.91833,20000,-60.284013,0,0,66.918336
20066.74255,20000,-56.895985,0,0,66.742555
20066.52832,20000,-53.757804,0,0,66.528321
20066.52832,20000,-53.757804,0,0,66.528321
20066.33606,20000,-56.472458,0,0,66.336061
20066.20422,20000,-62.858069,0,0,66.204225
20066.09436,20000,-65.713898,0,0,66.094361
20065.9021,20000,-65.688317,0,0,65.902101
20065.77026,20000,-64.282329,0,0,65.770265
20065.64392,20000,-64.091145,0,0,65.643922
20065.64392,20000,-64.091145,0,0,65.643922
20065.47363,20000,-61.434193,0,0,65.473634
20065.34729,20000,-60.588676,0,0,65.347291
20065.20996,20000,-61.660382,0,0,65.209962
20065.0177,20000,-65.838726,0,0,65.017701
20064.89136,20000,-66.687319,0,0,64.891358
20064.74304,20000,-70.434827,0,0,64.743043
20064.74304,20000,-70.434827,0,0,64.743043
20064.51782,20000,-74.54893,0,0,64.517823
20064.38049,20000,-75.497924,0,0,64.380494
20064.2157,20000,-80.146148,0,0,64.215699
20063.94653,20000,-89.49626,0,0,63.946534
20063.76526,20000,-93.435143,0,0,63.76526
20063.57849,20000,-99.746704,0,0,63.578492
20063.57849,20000,-99.746704,0,0,63.578492
20063.32031,20000,-99.617645,0,0,63.320313
20063.13355,20000,-92.765616,0,0,63.133546
20062.94678,20000,-90.920713,0,0,62.946778
20062.69409,20000,-86.968558,0,0,62.694093
20062.50183,20000,-87.803688,0,0,62.501832
20062.32056,20000,-91.810082,0,0,62.320558
20062.32056,20000,-91.810082,0,0,62.320558
20062.05689,20000,-89.291997,0,0,62.056886
20061.85913,20000,-92.455567,0,0,61.859132
20061.67786,20000,-95.996504,0,0,61.677857
20061.38123,20000,-97.486544,0,0,61.381227
20061.19446,20000,-100.123494,0,0,61.194459
20061.02417,20000,-95.30755,0,0,61.024171
20061.02417,20000,-95.30755,0,0,61.024171
20060.74402,20000,-88.833464,0,0,60.74402
20060.57922,20000,-86.308648,0,0,60.579225
20060.40344,20000,-83.528983,0,0,60.403443
20060.15625,20000,-82.015093,0,0,60.156251
20060.02991,20000,-74.333127,0,0,60.029908
20059.88708,20000,-64.012479,0,0,59.887086
20059.88708,20000,-64.012479,0,0,59.887086
20059.65637,20000,-63.816487,0,0,59.656373
20059.51355,20000,-66.099151,0,0,59.513551
20059.35425,20000,-72.044116,0,0,59.354249
20059.10156,20000,-85.079225,0,0,59.101563
20058.95325,20000,-85.276371,0,0,58.953248
20058.79395,20000,-82.393037,0,0,58.793946
20058.79395,20000,-82.393037,0,0,58.793946
20058.55225,20000,-82.025864,0,0,58.552247
20058.41492,20000,-76.25458,0,0,58.414918
20058.28308,20000,-67.968673,0,0,58.283082
20058.07983,20000,-62.61707,0,0,58.079835
20057.95349,20000,-59.300976,0,0,57.953492
20057.85461,20000,-53.086353,0,0,57.854615
20057.85461,20000,-53.086353,0,0,57.854615
20057.68982,20000,-48.024025,0,0,57.68982
20057.57996,20000,-46.682278,0,0,57.579957
20057.45911,20000,-48.853193,0,0,57.459107
20057.2998,20000,-55.135134,0,0,57.299806
20057.18445,20000,-57.715344,0,0,57.184449
20057.05261,20000,-60.456348,0,0,57.052613
20057.05261,20000,-60.456348,0,0,57.052613
20056.86035,20000,-65.627539,0,0,56.860353
20056.75598,20000,-64.687777,0,0,56.755982
20056.64612,20000,-60.371719,0,0,56.646119
20056.45935,20000,-55.918718,0,0,56.459352
20056.34949,20000,-54.192295,0,0,56.349488
20056.2616,20000,-51.182787,0,0,56.261598
20056.2616,20000,-51.182787,0,0,56.261598
20056.11877,20000,-44.978358,0,0,56.118775
20056.0144,20000,-42.762821,0,0,56.014405
20055.90454,20000,-45.365726,0,0,55.904542
20055.73425,20000,-57.004271,0,0,55.734254
20055.63538,20000,-59.465809,0,0,55.635377
20055.52002,20000,-57.734385,0,0,55.520021
20055.52002,20000,-57.734385,0,0,55.520021
20055.33875,20000,-58.533164,0,0,55.338746
20055.2179,20000,-61.209542,0,0,55.217897
20055.11902,20000,-59.987621,0,0,55.11902
20054.95422,20000,-55.608092,0,0,54.954225
20054.82788,20000,-54.604859,0,0,54.827882
20054.70154,20000,-57.631677,0,0,54.701539
20054.70154,20000,-57.631677,0,0,54.701539
20054.53674,20000,-61.833101,0,0,54.536744
20054.41589,20000,-61.83714,0,0,54.415895
20054.27856,20000,-63.297945,0,0,54.278565
20054.07532,20000,-68.606272,0,0,54.075318
20053.94348,20000,-71.093583,0,0,53.943482
20053.78418,20000,-76.19534,0,0,53.784181
20053.78418,20000,-76.19534,0,0,53.784181
20053.55347,20000,-80.882609,0,0,53.553468
20053.41614,20000,-78.913456,0,0,53.416139
20053.26782,20000,-77.448228,0,0,53.267823
20053.03711,20000,-75.852017,0,0,53.03711
20052.78442,20000,-64.886462,0,0,52.784425
20052.78442,20000,-64.886462,0,0,52.784425
20052.58118,20000,-63.386805,0,0,52.581178
20052.44934,20000,-61.919461,0,0,52.449342
20052.33948,20000,-58.917454,0,0,52.339479
20052.14722,20000,-59.001314,0,0,52.147218
20052.0044,20000,-62.458199,0,0,52.004396
20051.87805,20000,-65.562529,0,0,51.878053
20051.87805,20000,-65.562529,0,0,51.878053
20051.68579,20000,-68.415473,0,0,51.685792
20051.55396,20000,-68.049647,0,0,51.553956
20051.42212,20000,-65.260366,0,0,51.42212
20051.25183,20000,-59.955693,0,0,51.251832
20051.13098,20000,-57.384715,0,0,51.130982
20050.99915,20000,-57.940764,0,0,50.999147
20050.99915,20000,-57.940764,0,0,50.999147
20050.81787,20000,-59.118447,0,0,50.817872
20050.70801,20000,-59.178841,0,0,50.708009
20050.58716,20000,-59.057284,0,0,50.587159
20050.40039,20000,-58.948228,0,0,50.400392
20050.27405,20000,-60.660034,0,0,50.274049
20050.16419,20000,-61.891764,0,0,50.164186
20050.16419,20000,-61.891764,0,0,50.164186
20049.97192,20000,-62.492242,0,0,49.971925
20049.84009,20000,-63.469895,0,0,49.840089
20049.71375,20000,-64.613342,0,0,49.713746
20049.54346,20000,-62.343758,0,0,49.543458
20049.42261,20000,-60.051285,0,0,49.422608
20049.30725,20000,-56.122018,0,0,49.307252
20049.30725,20000,-56.122018,0,0,49.307252
20049.14795,20000,-52.190252,0,0,49.14795
20049.06555,20000,-47.24198,0,0,49.065553
20048.97217,20000,-42.401226,0,0,48.972169
20048.81287,20000,-41.84537,0,0,48.812867
20048.69751,20000,-48.208092,0,0,48.697511
20048.58765,20000,-56.047199,0,0,48.587647
20048.58765,20000,-56.047199,0,0,48.587647
20048.41736,20000,-62.238934,0,0,48.417359
20048.28003,20000,-65.182469,0,0,48.28003
20048.14819,20000,-68.427014,0,0,48.148194
20047.97241,20000,-68.131968,0,0,47.972413
20047.85706,20000,-63.555677,0,0,47.857057
20047.73071,20000,-60.279782,0,0,47.730714
20047.73071,20000,-60.279782,0,0,47.730714
20047.53845,20000,-59.285589,0,0,47.538453
20047.43408,20000,-58.987081,0,0,47.434083
20047.31323,20000,-59.112485,0,0,47.313233
20047.13196,20000,-57.77343,0,0,47.131959
20047.00012,20000,-59.257507,0,0,47.000123
20046.88477,20000,-61.89965,0,0,46.884767
20046.88477,20000,-61.89965,0,0,46.884767
20046.69251,20000,-65.001287,0,0,46.692506
20046.55518,20000,-66.211091,0,0,46.555177
20046.42883,20000,-67.096999,0,0,46.428834
20046.25855,20000,-62.078909,0,0,46.258546
20046.1377,20000,-59.371563,0,0,46.137696
20046.01685,20000,-56.850978,0,0,46.016847
20046.01685,20000,-56.850978,0,0,46.016847
20045.84656,20000,-55.0632,0,0,45.846559
20045.75867,20000,-51.720371,0,0,45.758668
20045.65979,20000,-47.560491,0,0,45.659791
20045.50049,20000,-43.958776,0,0,45.500489
20045.39063,20000,-47.889197,0,0,45.390626
20045.28626,20000,-52.753032,0,0,45.286256
20045.28626,20000,-52.753032,0,0,45.286256
20045.13245,20000,-55.134749,0,0,45.132447
20045.0061,20000,-56.989846,0,0,45.006105
20044.87976,20000,-60.786784,0,0,44.879762
20044.70947,20000,-64.18039,0,0,44.709474
20044.61609,20000,-58.907068,0,0,44.61609
20044.50073,20000,-53.683754,0,0,44.500733
20044.50073,20000,-53.683754,0,0,44.500733
20044.33044,20000,-49.796994,0,0,44.330445
20044.22607,20000,-52.384897,0,0,44.226075
20043.85254,20000,-51.699791,0,0,43.85254
20043.73169,20000,-55.93045,0,0,43.73169
20043.73169,20000,-55.93045,0,0,43.73169
20043.58337,20000,-57.963652,0,0,43.583375
20043.36365,20000,-52.270841,0,0,43.363648
20043.17688,20000,-56.323973,0,0,43.176881
20043.06702,20000,-60.564057,0,0,43.067018
20042.95715,20000,-61.63884,0,0,42.957154
20042.01233,20000,-46.525138,0,0,42.01233
20042.01233,20000,-46.525138,0,0,42.01233
20041.91895,20000,-48.571995,0,0,41.918946
20041.06751,20000,-48.473518,0,0,41.067506
20040.9082,20000,-53.099817,0,0,40.908204
20040.81482,20000,-53.120974,0,0,40.81482
20040.70496,20000,-52.206216,0,0,40.704957
20040.70496,20000,-52.206216,0,0,40.704957
20040.54016,20000,-52.359317,0,0,40.540162
20040.4303,20000,-54.548119,0,0,40.430299
20040.33142,20000,-54.613514,0,0,40.331422
20040.19409,20000,-48.926281,0,0,40.194093
20040.07874,20000,-47.341419,0,0,40.078736
20039.95789,20000,-51.743836,0,0,39.957887
20039.95789,20000,-51.743836,0,0,39.957887
20039.7821,20000,-61.522668,0,0,39.782105
20039.67224,20000,-63.993823,0,0,39.672242
20039.55139,20000,-63.459316,0,0,39.551393
20039.40308,20000,-54.118437,0,-0.06,39.403077
20039.3042,20000,-48.182127,-0.06,0.06,39.3042
20039.2218,19999.94,-42.366028,0,-0.315,39.281803
20039.2218,19999.94,-42.366028,-0.315,-0.045,39.281803
20039.09546,19999.625,-35.026422,-0.36,-0.12,39.47046
20038.99109,19999.265,-37.919373,-0.48,-0.465,39.72609
20038.87024,19998.785,-48.723557,-0.945,0.165,40.08524
20038.67798,19997.84,-67.307608,-0.78,-0.12,40.83798
20038.53516,19997.06,-76.270544,-0.9,0.9,41.475157
20038.36487,19996.16,-85.513716,0,-1.575,42.204869
20038.36487,19996.16,-85.513716,-1.575,0.375,42.204869
20038.08472,19994.585,-99.751128,-1.2,-0.12,43.499718
20037.84302,19993.385,-114.949074,-1.32,-0.885,44.458019
20037.5354,19992.065,-143.37389,-2.205,0.585,45.470401
20036.92017,19989.86,-208.408452,-1.62,-0.12,47.060167
20036.35986,19988.24,-269.440082,-1.74,1.74,48.119864
20035.66223,19986.5,-348.393544,0,-2.835,49.162232
20035.66223,19986.5,-348.393544,-2.835,0.795,49.162232
20034.26148,19983.665,-495.915389,-2.04,-0.12,50.596476
20033.08044,19981.625,-612.697441,-2.16,-1.305,51.455445
20031.65222,19979.465,-746.796039,-3.465,1.005,52.187223
20029.10889,19976,-952.888553,-2.46,-0.12,53.108888
20027.0874,19973.54,-1092.65188,-2.58,2.58,53.547403
20024.81323,19970.96,-1233.820042,0,-4.095,53.853233
20024.81323,19970.96,-1233.820042,-4.095,1.215,53.853233
20020.95703,19966.865,-1436.253139,-2.88,-0.12,54.092032
20018.11706,19963.985,-1558.816285,-3,-1.725,54.132066
20015.06287,19960.985,-1664.813963,-4.725,1.425,54.077867
20010.17944,19956.26,-1793.223405,-3.3,-0.12,53.919444
20006.74622,19952.96,-1856.864288,-3.42,3.42,53.786217
20003.17017,19949.54,-1910.17356,0,-5.355,53.630167
20003.17017,19949.54,-1910.17356,-5.355,1.635,53.630167
19997.60559,19944.185,-1974.038132,-3.72,-0.12,53.420592
19993.79333,19940.465,-2007.651065,-3.84,-2.145,53.328336
19989.8822,19936.625,-2035.917394,-5.985,1.845,53.257203
19983.9386,19930.64,-2069.395498,-4.14,-0.12,53.2986
19979.9231,19926.5,-2077.723719,-4.26,4.26,53.423097
19975.91858,19922.24,-2074.121619,0,-6.615,53.67858
19975.91858,19922.24,-2074.121619,-6.615,2.055,53.67858
19969.90906,19915.625,-2050.809524,-4.56,-0.12,54.284059
19965.91003,19911.065,-2029.37849,-4.68,-2.565,54.845035
19961.95496,19906.385,-2001.599352,-7.245,2.265,55.569957
19956.0498,19899.14,-1965.913212,-4.98,-0.12,56.909806
19952.12219,19894.16,-1950.640831,-5.1,5.1,57.962193
19948.18359,19889.06,-1946.282844,0,-7.875,59.123595
19948.18359,19889.06,-1946.282844,-7.875,2.475,59.123595
19942.24548,19881.185,-1960.276756,-5.4,-0.12,61.060484
19938.21899,19875.785,-1986.403137,-5.52,-2.985,62.433995
19934.15955,19870.265,-2018.205018,-8.505,2.685,63.894547
19927.88086,19861.76,-2092.036335,-5.82,-0.12,66.12086
19923.55225,19855.94,-2155.495267,-5.94,5.94,67.612247
19919.04785,19850,-2238.228549,0,-9.135,69.047853
19919.04785,19850,-2238.228549,-9.135,2.895,69.047853
19911.92322,19840.865,-2404.23039,-6.24,-0.12,71.058219
19906.91345,19834.625,-2532.431338,-6.36,-3.405,72.288453
19901.70044,19828.265,-2667.392378,-9.765,3.105,73.43544
19893.46069,19818.5,-2861.623235,-6.66,-0.12,74.960694
19887.70386,19811.84,-2978.718221,-6.78,6.78,75.863858
