Time(sec)	Motor[9].ActPos	Motor[9].DesPos	Motor[9].iqcmd	Time(sec)	Motor[9] Act Position	Motor[9] Cmd Position	Motor[9] Act Velocity	Motor[9] Cmd Velocity	Motor[9] Act Acceleration	Motor[9] Cmd Acceleration	Motor[9] Following Error	Motor[9] Servo Cmd Out	
823613598 	-0.00145787438668776 	0 	-5.2519569 	823613598 	-0.00145787438668776 	0 	0.289917203190271 	0 	244.140785071068 	0 	0.00145787438668776 	-5.2519569 	
823613608 	-0.00104588679096196 	0 	-5.3244495 	823613608 	-0.00104588679096196 	0 	0.411987595725805 	0 	0 	0 	0.00104588679096196 	-5.3244495 	
823613618 	-0.000633899195236154 	0 	-5.5527401 	823613618 	-0.000633899195236154 	0 	0.442505195678677 	0 	61.0351999057457 	0 	0.000633899195236154 	-5.5527401 	
823613628 	-0.000160876399604604 	0 	-5.5680914 	823613628 	-0.000160876399604604 	0 	0.328064197674394 	0 	-289.917195914313 	0 	0.000160876399604604 	-5.5680914 	
823613638 	2.22292001126334E-05 	0 	-5.3756785 	823613638 	2.22292001126334E-05 	0 	-0.0228881981456652 	0 	-411.987595725805 	0 	-2.22292001126334E-05 	-5.3756785 	
823613648 	-0.000206652795895934 	0 	-5.0242572 	823613648 	-0.000206652795895934 	0 	-0.373840593965724 	0 	-289.917195914313 	0 	0.000206652795895934 	-5.0242572 	
823613658 	-0.000725451987818815 	0 	-4.9927821 	823613658 	-0.000725451987818815 	0 	-0.404358201194555 	0 	228.881981456652 	0 	0.000725451987818815 	-4.9927821 	
823613668 	-0.00101536919828504 	0 	-5.1561313 	823613668 	-0.00101536919828504 	0 	-0.0534057980985381 	0 	473.022824735381 	0 	0.00101536919828504 	-5.1561313 	
823613678 	-0.000832263584015891 	0 	-5.3379869 	823613678 	-0.000832263584015891 	0 	0.0610351999057457 	0 	-244.140828726813 	0 	0.000832263584015891 	-5.3379869 	
823613688 	-0.000893298798473552 	0 	-5.0901785 	823613688 	-0.000893298798473552 	0 	-0.0686646017129533 	0 	-15.2587745105848 	0 	0.000893298798473552 	-5.0901785 	
823613698 	-0.000969592787441798 	0 	-5.2196898 	823613698 	-0.000969592787441798 	0 	0.0610352071817033 	0 	274.658392299898 	0 	0.000969592787441798 	-5.2196898 	
823613708 	-0.000771228384110145 	0 	-5.3286572 	823613708 	-0.000771228384110145 	0 	0.228881996008568 	0 	61.0351853538305 	0 	0.000771228384110145 	-5.3286572 	
823613718 	-0.000511828795424663 	0 	-5.2230849 	823613718 	-0.000511828795424663 	0 	0.0610351926297881 	0 	-396.728792111389 	0 	0.000511828795424663 	-5.2230849 	
823613728 	-0.000649157998850569 	0 	-5.0387659 	823613728 	-0.000649157998850569 	0 	-0.221252601477318 	0 	-167.846796102822 	0 	0.000649157998850569 	-5.0387659 	
